tm,MVm,PVm
1.940000000000000000e+02,1.000000000000000000e+00,3.407749999999999946e-01
1.950000000000000000e+02,1.000000000000000000e+00,3.431999999999998385e-01
1.960000000000000000e+02,1.000000000000000000e+00,3.391749999999998377e-01
1.970000000000000000e+02,1.000000000000000000e+00,3.391749999999998377e-01
1.980000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
1.990000000000000000e+02,1.000000000000000000e+00,3.383749999999999258e-01
2.000000000000000000e+02,1.000000000000000000e+00,3.367499999999999938e-01
2.010000000000000000e+02,1.000000000000000000e+00,3.416000000000000147e-01
2.020000000000000000e+02,1.000000000000000000e+00,3.439999999999994174e-01
2.030000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
2.040000000000000000e+02,1.000000000000000000e+00,3.456249999999993494e-01
2.050000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
2.060000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
2.070000000000000000e+02,1.000000000000000000e+00,3.464249999999999829e-01
2.080000000000000000e+02,1.000000000000000000e+00,3.472249999999998948e-01
2.090000000000000000e+02,1.000000000000000000e+00,3.528749999999998832e-01
2.100000000000000000e+02,1.000000000000000000e+00,3.544749999999993184e-01
2.110000000000000000e+02,1.000000000000000000e+00,3.544749999999993184e-01
2.120000000000000000e+02,1.000000000000000000e+00,3.544749999999993184e-01
2.130000000000000000e+02,1.000000000000000000e+00,3.568999999999998840e-01
2.140000000000000000e+02,1.000000000000000000e+00,3.625499999999998724e-01
2.150000000000000000e+02,1.000000000000000000e+00,3.625499999999998724e-01
2.160000000000000000e+02,1.000000000000000000e+00,3.625499999999998724e-01
2.170000000000000000e+02,1.000000000000000000e+00,3.625499999999998724e-01
2.180000000000000000e+02,1.000000000000000000e+00,3.665749999999999287e-01
2.190000000000000000e+02,1.000000000000000000e+00,3.705999999999999295e-01
2.200000000000000000e+02,1.000000000000000000e+00,3.705999999999999295e-01
