t,MV,PV,DV,MVP,MVI,MVD,MVFF,Man
7.240000000000000000e+02,4.601245986794870646e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544171953648650231e+01,5.001668844811872905e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.250000000000000000e+02,4.599372018146498675e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544214476023217486e+01,4.810019742517930852e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.260000000000000000e+02,4.597571483744874143e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544256998397784741e+01,4.625714064898769906e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.270000000000000000e+02,4.595841569807657123e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544299520772351997e+01,4.448470433720373984e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.280000000000000000e+02,4.594179570368294208e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544342043146919252e+01,4.278018252327361881e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.290000000000000000e+02,4.592582883144837069e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544384565521486508e+01,4.114097292524899196e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.300000000000000000e+02,4.591049005567055730e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544427087896053763e+01,3.956457297290070785e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.310000000000000000e+02,4.589575530955784188e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544469610270621018e+01,3.804857598706171684e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.320000000000000000e+02,4.588160144848656330e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544512132645188274e+01,3.659066750536624779e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.330000000000000000e+02,4.586800621466633032e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544554655019755529e+01,3.518862174877571691e-01,0.000000000000000000e+00,0.000000000000000000e+00
