tm,DVm,PVm
2.700000000000000000e+02,1.000000000000000000e+00,4.745250000000001966e-01
2.710000000000000000e+02,1.000000000000000000e+00,4.745250000000001966e-01
2.720000000000000000e+02,1.000000000000000000e+00,4.745250000000001966e-01
2.730000000000000000e+02,1.000000000000000000e+00,4.753250000000001085e-01
2.740000000000000000e+02,1.000000000000000000e+00,4.801750000000001850e-01
2.750000000000000000e+02,1.000000000000000000e+00,4.817750000000000088e-01
2.760000000000000000e+02,1.000000000000000000e+00,4.825749999999995876e-01
2.770000000000000000e+02,1.000000000000000000e+00,4.825749999999995876e-01
2.780000000000000000e+02,1.000000000000000000e+00,4.825749999999995876e-01
2.790000000000000000e+02,1.000000000000000000e+00,4.858000000000000651e-01
2.800000000000000000e+02,1.000000000000000000e+00,4.890250000000001540e-01
2.810000000000000000e+02,1.000000000000000000e+00,4.906500000000001416e-01
2.820000000000000000e+02,1.000000000000000000e+00,4.906500000000001416e-01
2.830000000000000000e+02,1.000000000000000000e+00,4.906500000000001416e-01
2.840000000000000000e+02,1.000000000000000000e+00,4.906500000000001416e-01
2.850000000000000000e+02,1.000000000000000000e+00,4.906500000000001416e-01
2.860000000000000000e+02,1.000000000000000000e+00,4.906500000000001416e-01
2.870000000000000000e+02,1.000000000000000000e+00,4.914500000000000535e-01
2.880000000000000000e+02,1.000000000000000000e+00,4.930500000000002103e-01
2.890000000000000000e+02,1.000000000000000000e+00,4.970749999999995450e-01
2.900000000000000000e+02,1.000000000000000000e+00,4.987000000000001987e-01
2.910000000000000000e+02,1.000000000000000000e+00,4.987000000000001987e-01
2.920000000000000000e+02,1.000000000000000000e+00,4.987000000000001987e-01
2.930000000000000000e+02,1.000000000000000000e+00,4.987000000000001987e-01
2.940000000000000000e+02,1.000000000000000000e+00,4.987000000000001987e-01
2.950000000000000000e+02,1.000000000000000000e+00,4.987000000000001987e-01
2.960000000000000000e+02,1.000000000000000000e+00,4.987000000000001987e-01
2.970000000000000000e+02,1.000000000000000000e+00,4.987000000000001987e-01
2.980000000000000000e+02,1.000000000000000000e+00,4.987000000000001987e-01
2.990000000000000000e+02,1.000000000000000000e+00,4.995000000000001106e-01
3.000000000000000000e+02,1.000000000000000000e+00,5.019249999999996215e-01
3.010000000000000000e+02,1.000000000000000000e+00,5.051500000000000989e-01
3.020000000000000000e+02,1.000000000000000000e+00,5.067499999999995897e-01
3.030000000000000000e+02,1.000000000000000000e+00,5.067499999999995897e-01
3.040000000000000000e+02,1.000000000000000000e+00,5.067499999999995897e-01
3.050000000000000000e+02,1.000000000000000000e+00,5.067499999999995897e-01
3.060000000000000000e+02,1.000000000000000000e+00,5.067499999999995897e-01
3.070000000000000000e+02,1.000000000000000000e+00,5.067499999999995897e-01
3.080000000000000000e+02,1.000000000000000000e+00,5.067499999999995897e-01
3.090000000000000000e+02,1.000000000000000000e+00,5.067499999999995897e-01
3.100000000000000000e+02,1.000000000000000000e+00,5.067499999999995897e-01
3.110000000000000000e+02,1.000000000000000000e+00,5.107749999999995349e-01
3.120000000000000000e+02,1.000000000000000000e+00,5.132000000000001005e-01
3.130000000000000000e+02,1.000000000000000000e+00,5.140000000000000124e-01
3.140000000000000000e+02,1.000000000000000000e+00,5.147999999999995913e-01
3.150000000000000000e+02,1.000000000000000000e+00,5.147999999999995913e-01
3.160000000000000000e+02,1.000000000000000000e+00,5.147999999999995913e-01
